circuit_name,Trilaciclib,Abemaciclib,Ribociclib,Palbociclib,Bumetanide,Nicorandil,Dalteparin,Andexanet alfa,Triflusal,Varenicline,Nicotine,Filgotinib,Ruxolitinib,Upadacitinib,Abrocitinib,Tofacitinib,Baricitinib,Levetiracetam,Ziconotide,Somatotropin,Pegvisomant,Lonapegsomatropin,Antithymocyte immunoglobulin (rabbit),Nintedanib,Pemigatinib,Futibatinib,Lenvatinib,Infigratinib,Erdafitinib,Sapropterin,Tasonermin,Dacomitinib,Lapatinib,Amivantamab,Panitumumab,Necitumumab,Foreskin keratinocyte (neonatal),Erlotinib,Gefitinib,Osimertinib,Mobocertinib,Afatinib,Neratinib,Cetuximab,Brigatinib,Thiamylal,Gliquidone,Levosimendan,Stiripentol,Nisoldipine,Nitrendipine,Gabapentin,Felodipine,Nilvadipine,Isradipine,Nicardipine,Pregabalin,Paclitaxel,Docetaxel,Bacitracin,Tebentafusp,Anthralin,Arbutin,Hydroquinone,Azelaic acid,Collagenase clostridium histolyticum,Belzutifan,Regorafenib,Dasatinib,Sutimlimab,Human C1-esterase inhibitor,Conestat alfa,Moxetumomab pasudotox,Methotrexate,Pemetrexed,Pitolisant,Betahistine,Histamine
p53 signaling pathway: PIDD1,0.0,0.0,0.0,0.0,0.8915901339107786,0.6313935905655627,0.5641238641323721,0.5641238641323721,1.0,0.8233613499384177,0.8233613499384177,0.0,0.0,0.0,0.0,0.0,0.0,0.7140335975822555,0.7140335975822555,0.5050246153018113,0.5050246153018113,0.5050246153018113,0.5893560952281848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p53 signaling pathway: ADGRB1,0.4731111918162091,0.4731111918162091,0.4731111918162091,0.4731111918162091,0.7335716248390657,0.9368686115553058,1.0,1.0,0.9705687970258808,0.8619633864449399,0.8619633864449399,0.4376080336919163,0.4376080336919163,0.4376080336919163,0.4376080336919163,0.4376080336919163,0.4376080336919163,0.5752135885765529,0.5752135885765529,0.0,0.0,0.0,0.6890000816057245,0.4941906888190423,0.4941906888190423,0.4941906888190423,0.4941906888190423,0.4941906888190423,0.4941906888190423,0.402922629244943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4020835131166337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4847785852671992,0.4847785852671992,0.4847785852671992
p53 signaling pathway: SERPINE1,0.6018568085263598,0.6018568085263598,0.6018568085263598,0.6018568085263598,0.8210656810260746,0.5459305048488515,0.6231002648263899,0.6231002648263899,0.7806886545862347,0.538232881815104,0.538232881815104,0.5745608292125247,0.5745608292125247,0.5745608292125247,0.5745608292125247,0.5745608292125247,0.5745608292125247,0.3537933504494808,0.3537933504494808,0.3909204340116164,0.3909204340116164,0.3909204340116164,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3434820840670238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3478263523363238,0.1739131761681619,0.1739131761681619,0.0,0.0,0.0,0.0,0.0,0.0
p53 signaling pathway: THBS1,0.6483223507356347,0.6483223507356347,0.6483223507356347,0.6483223507356347,0.832086610176803,0.5805189901081369,0.7601576716095818,0.7601576716095818,1.0,0.7896813181004084,0.7896813181004084,0.4945040158503048,0.4945040158503048,0.4945040158503048,0.4945040158503048,0.4945040158503048,0.4945040158503048,0.457353826633154,0.457353826633154,0.4516332116972734,0.4516332116972734,0.4516332116972734,0.7692878875648388,0.0,0.0,0.0,0.0,0.0,0.0,0.3560263917733596,0.4385088472687107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3701879308186933,0.0,0.0,0.0,0.3609723733602638,0.34841097805277865,0.34841097805277865,0.0,0.0,0.0,0.0,0.0,0.0
p53 signaling pathway: PTEN,0.6513283028502106,0.6513283028502106,0.6513283028502106,0.6513283028502106,0.8479143584275054,0.90223869314169,0.6105817148651265,0.6105817148651265,1.0,0.821646875306744,0.821646875306744,0.7647093224989463,0.7647093224989463,0.7647093224989463,0.7647093224989463,0.7647093224989463,0.7647093224989463,0.6198337962408308,0.6198337962408308,0.0,0.0,0.0,0.536190826685747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p53 signaling pathway: BAX,0.7775270974180202,0.7775270974180202,0.7775270974180202,0.7775270974180202,0.6007758828126923,0.4797842320777211,0.5811741483457701,0.5811741483457701,1.0,0.7389512857125309,0.7389512857125309,0.5372156755718702,0.5372156755718702,0.5372156755718702,0.5372156755718702,0.5372156755718702,0.5372156755718702,0.5892049087458615,0.5892049087458615,0.3855761863803513,0.3855761863803513,0.3855761863803513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4121206355081628,0.3949215296737779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p53 signaling pathway: DDB2,0.5933511670653767,0.5933511670653767,0.5933511670653767,0.5933511670653767,0.7542967235819369,0.331859491610441,0.5765598015493224,0.5765598015493224,1.0,0.8642660808961076,0.8642660808961076,0.4894367569753475,0.4894367569753475,0.4894367569753475,0.4894367569753475,0.4894367569753475,0.4894367569753475,0.5738557282738697,0.5738557282738697,0.4358012191266735,0.4358012191266735,0.4358012191266735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4148365198307145,0.3835008052853388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3472875465568701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.291056545176751,0.291056545176751,0.291056545176751
p53 signaling pathway: SHISA5,0.7844871997955684,0.7844871997955684,0.7844871997955684,0.7844871997955684,0.8444647168426692,0.7731678094708662,0.5850895172776238,0.5850895172776238,1.0,0.7776407790501205,0.7776407790501205,0.5349156581507788,0.5349156581507788,0.5349156581507788,0.5349156581507788,0.5349156581507788,0.5349156581507788,0.6349048503440219,0.6349048503440219,0.4560270981752928,0.4560270981752928,0.4560270981752928,0.4324310628925513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4339792385140184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p53 signaling pathway: GADD45G,0.7166638543327547,0.7166638543327547,0.7166638543327547,0.7166638543327547,1.0,0.8941845442314146,0.6486694141586158,0.6486694141586158,0.9882014261162316,0.7306662116738551,0.7306662116738551,0.7084010185664187,0.7084010185664187,0.7084010185664187,0.7084010185664187,0.7084010185664187,0.7084010185664187,0.5352274959836604,0.5352274959836604,0.50453933618682,0.50453933618682,0.50453933618682,0.728773154486249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4833563487248604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p53 signaling pathway: EI24,0.7661942890622568,0.7661942890622568,0.7661942890622568,0.7661942890622568,0.6065144753223729,0.7526967981219328,0.5915500597459097,0.5915500597459097,1.0,0.8574407067897606,0.8574407067897606,0.6838584238420616,0.6838584238420616,0.6838584238420616,0.6838584238420616,0.6838584238420616,0.6838584238420616,0.6616495497911662,0.6616495497911662,0.4982539708644616,0.4982539708644616,0.4982539708644616,0.3845562273972771,0.0,0.0,0.0,0.0,0.0,0.0,0.4380051261557441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3635882548501967,0.0,0.0,0.0,0.0,0.0
p53 signaling pathway: SESN3,0.517712219781963,0.517712219781963,0.517712219781963,0.517712219781963,0.8664338728689865,0.981035963136954,0.5036323955080731,0.5036323955080731,1.0,0.8067011597332601,0.8067011597332601,0.8777407639439844,0.8777407639439844,0.8777407639439844,0.8777407639439844,0.8777407639439844,0.8777407639439844,0.6746561973808473,0.6746561973808473,0.5724272625290303,0.5724272625290303,0.5724272625290303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p53 signaling pathway: TSC2,0.6071125944953132,0.6071125944953132,0.6071125944953132,0.6071125944953132,0.9175328148555456,0.7300294103928663,0.5703244497822703,0.5703244497822703,1.0,0.8116898522106532,0.8116898522106532,0.5644169331257667,0.5644169331257667,0.5644169331257667,0.5644169331257667,0.5644169331257667,0.5644169331257667,0.6528894038864587,0.6528894038864587,0.5119707337268958,0.5119707337268958,0.5119707337268958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p53 signaling pathway: RRM2B,0.6614767044670219,0.6614767044670219,0.6614767044670219,0.6614767044670219,0.6740162269564288,0.7227858071587835,0.5985023503102365,0.5985023503102365,1.0,0.7471630859420356,0.7471630859420356,0.7176522408384827,0.7176522408384827,0.7176522408384827,0.7176522408384827,0.7176522408384827,0.7176522408384827,0.6256540479355039,0.6256540479355039,0.4830758105577201,0.4830758105577201,0.4830758105577201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p53 signaling pathway: MDM2*,0.5555225628435654,0.5555225628435654,0.5555225628435654,0.5555225628435654,0.7628753590895783,0.7390553540849221,0.5955101846024599,0.5955101846024599,1.0,0.8165450237701551,0.8165450237701551,0.7444277561523747,0.7444277561523747,0.7444277561523747,0.7444277561523747,0.7444277561523747,0.7444277561523747,0.6419664593920021,0.6419664593920021,0.4636070851758456,0.4636070851758456,0.4636070851758456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p53 signaling pathway: CCNG1,0.6167790737653571,0.6167790737653571,0.6167790737653571,0.6167790737653571,0.6447688464443737,0.7900870068985619,0.599107282748914,0.599107282748914,1.0,0.8746100368779693,0.8746100368779693,0.7272359076452888,0.7272359076452888,0.7272359076452888,0.7272359076452888,0.7272359076452888,0.7272359076452888,0.6380866616067628,0.6380866616067628,0.4401694096896687,0.4401694096896687,0.4401694096896687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p53 signaling pathway: CDK1 CCNB3,0.5418312574601849,0.5418312574601849,0.5418312574601849,0.5418312574601849,0.8482853267742438,0.5760215966570568,0.5347625935410756,0.5347625935410756,1.0,0.8308685344222984,0.8308685344222984,0.325791691209676,0.325791691209676,0.325791691209676,0.325791691209676,0.325791691209676,0.325791691209676,0.6358927936745987,0.6358927936745987,0.4374695426730786,0.4374695426730786,0.4374695426730786,0.4619874248533276,0.3409485319836746,0.3409485319836746,0.3409485319836746,0.3409485319836746,0.3409485319836746,0.3409485319836746,0.4417725848523984,0.533844267528676,0.3214444727312868,0.3214444727312868,0.3214444727312868,0.3214444727312868,0.3214444727312868,0.3214444727312868,0.3214444727312868,0.3214444727312868,0.3214444727312868,0.3214444727312868,0.3214444727312868,0.3214444727312868,0.3214444727312868,0.3214444727312868,0.4016226697929992,0.4016226697929992,0.4016226697929992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2760113013048905,0.2760113013048905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3273165320596486,0.0,0.0,0.0,0.14035915534813895,0.14035915534813895,0.0,0.0,0.0,0.0,0.0,0.0
